realised_N,effort_budget,performance_benchmark,theta_low_mean,seed_count,powerlaw_alpha,cascade_threshold50,traditional_growth_sd,stopped_reason,valuation_cv,theta_sweep,performance_benchmark_sweep,transition_time,pioneer_strategy,digital_growth_sd,final_adoption,sigma,digital_growth_mean,pioneer_threshold,seed_fraction,cascade_threshold70,t10,k,stop_time,degree_variance,threshold_treatment,clustering,seed_strategy,vary_network,m,phase,beta,v0,p_digital,cascade,max_slope,max_slope_period,total_adoptions,return_distribution_sweep,giant_component_fraction,effort_label,run_seed,hazard_h,cascade_dynamic,cascade_slope_min,target_mean_degree,rule,return_distribution,theta_high,effort_metric,pi,hazard_matched_final_adoption,cascade_transition_window,cascade_final_cutoff,theta_mean,sigma_high,run_index,benchmark_percentile,abandonment_h,t50,update_schedule,network_generator,experiment,allow_abandonment,N,total_bankruptcies,pioneer_fraction,traditional_growth_mean,robustness_axis,cascade_dynamic70,theta_crit,excess_over_hazard,seed_fraction_sweep,network_seed,family,premium_ratio,theta_low,abandonment_sweep,t90,realised_edges,realised_mean_degree,avg_path_length,pioneer_count
1000,,own,,6,,false,0.1,T,19.646926527890358,,,,random,1.0,0.457,,1.5,0.05,0.006,false,21,4,100,1.3193193193193193,mixture,0.09010361916203634,random,false,,coarse,0.4,10.0,0.01,false,0.011999999999999955,76,594,,1.0,,1758334218,,false,0.02,4,complex,normal,,,0.05,0.47,45,0.5,0.7,,31,0.75,0.0,,,watts_strogatz_rewire,expE_seed_x_pioneer,false,1000,143,0.05,0.15,,false,,-0.012999999999999956,,2701,small_world,,0.05,,,2000,4.0,5.775355355355355,50
1000,,own,,6,,true,0.1,A90,22.887766756844904,,,30,random,1.0,0.916,,1.5,0.05,0.006,true,9,4,69,1.3193193193193193,mixture,0.09010361916203634,random,false,,coarse,0.4,10.0,0.01,true,0.02400000000000002,58,1085,,1.0,,326770948,,true,0.02,4,complex,normal,,,0.05,0.527,45,0.5,0.7,,32,0.75,0.0,39,,watts_strogatz_rewire,expE_seed_x_pioneer,false,1000,180,0.05,0.15,,true,,0.389,,2701,small_world,,0.05,,69,2000,4.0,5.775355355355355,50
1000,,own,,6,,true,0.1,A90,17.999619564748308,,,28,random,1.0,0.9,,1.5,0.05,0.006,true,10,4,72,1.3193193193193193,mixture,0.09010361916203634,random,false,,coarse,0.4,10.0,0.01,true,0.02300000000000002,31,1093,,1.0,,1069297065,,true,0.02,4,complex,normal,,,0.05,0.483,45,0.5,0.7,,33,0.75,0.0,38,,watts_strogatz_rewire,expE_seed_x_pioneer,false,1000,202,0.05,0.15,,true,,0.41700000000000004,,2701,small_world,,0.05,,72,2000,4.0,5.775355355355355,50
1000,,own,,6,,true,0.1,A90,23.820220433811944,,,32,random,1.0,0.901,,1.5,0.05,0.006,true,15,4,94,1.3193193193193193,mixture,0.09010361916203634,random,false,,coarse,0.4,10.0,0.01,true,0.02100000000000002,36,1181,,1.0,,1012253035,,true,0.02,4,complex,normal,,,0.05,0.493,45,0.5,0.7,,34,0.75,0.0,47,,watts_strogatz_rewire,expE_seed_x_pioneer,false,1000,290,0.05,0.15,,true,,0.40800000000000003,,2701,small_world,,0.05,,94,2000,4.0,5.775355355355355,50
1000,,own,,6,,true,0.1,T,22.32531151175582,,,66,random,1.0,0.566,,1.5,0.05,0.006,false,24,4,100,1.3193193193193193,mixture,0.09010361916203634,random,false,,coarse,0.4,10.0,0.01,false,0.01599999999999996,66,741,,1.0,,707125943,,false,0.02,4,complex,normal,,,0.05,0.487,45,0.5,0.7,,35,0.75,0.0,90,,watts_strogatz_rewire,expE_seed_x_pioneer,false,1000,182,0.05,0.15,,false,,0.07899999999999996,,2701,small_world,,0.05,,,2000,4.0,5.775355355355355,50
1000,,own,,6,,true,0.1,T,15.607816810937743,,,63,random,1.0,0.61,,1.5,0.05,0.006,false,13,4,100,1.3193193193193193,mixture,0.09010361916203634,random,false,,coarse,0.4,10.0,0.01,false,0.019999999999999962,48,796,,1.0,,1946431266,,false,0.02,4,complex,normal,,,0.05,0.499,45,0.5,0.7,,36,0.75,0.0,76,,watts_strogatz_rewire,expE_seed_x_pioneer,false,1000,195,0.05,0.15,,false,,0.11099999999999999,,2701,small_world,,0.05,,,2000,4.0,5.775355355355355,50
1000,,own,,6,,true,0.1,T,29.841437507620935,,,50,random,1.0,0.784,,1.5,0.05,0.006,true,19,4,100,1.3193193193193193,mixture,0.09010361916203634,random,false,,coarse,0.4,10.0,0.01,false,0.016000000000000014,65,999,,1.0,,1677810874,,false,0.02,4,complex,normal,,,0.05,0.509,45,0.5,0.7,,37,0.75,0.0,69,,watts_strogatz_rewire,expE_seed_x_pioneer,false,1000,223,0.05,0.15,,false,,0.275,,2701,small_world,,0.05,,,2000,4.0,5.775355355355355,50
1000,,own,,6,,true,0.1,T,18.007441206740705,,,58,random,1.0,0.62,,1.5,0.05,0.006,false,20,4,100,1.3193193193193193,mixture,0.09010361916203634,random,false,,coarse,0.4,10.0,0.01,false,0.017000000000000015,57,826,,1.0,,1093966632,,false,0.02,4,complex,normal,,,0.05,0.498,45,0.5,0.7,,38,0.75,0.0,78,,watts_strogatz_rewire,expE_seed_x_pioneer,false,1000,213,0.05,0.15,,false,,0.122,,2701,small_world,,0.05,,,2000,4.0,5.775355355355355,50
1000,,own,,6,,true,0.1,A90,25.866266272224262,,,39,random,1.0,0.901,,1.5,0.05,0.006,true,13,4,100,1.3193193193193193,mixture,0.09010361916203634,random,false,,coarse,0.4,10.0,0.01,true,0.020000000000000018,71,1185,,1.0,,423147688,,true,0.02,4,complex,normal,,,0.05,0.484,45,0.5,0.7,,39,0.75,0.0,52,,watts_strogatz_rewire,expE_seed_x_pioneer,false,1000,295,0.05,0.15,,true,,0.41700000000000004,,2701,small_world,,0.05,,100,2000,4.0,5.775355355355355,50
1000,,own,,6,,true,0.1,T,19.68821529651667,,,46,random,1.0,0.852,,1.5,0.05,0.006,true,17,4,100,1.3193193193193193,mixture,0.09010361916203634,random,false,,coarse,0.4,10.0,0.01,false,0.020999999999999963,61,1107,,1.0,,410233245,,false,0.02,4,complex,normal,,,0.05,0.516,45,0.5,0.7,,40,0.75,0.0,63,,watts_strogatz_rewire,expE_seed_x_pioneer,false,1000,262,0.05,0.15,,false,,0.33599999999999997,,2701,small_world,,0.05,,,2000,4.0,5.775355355355355,50
