section,k,beta,threshold_treatment,treatment_label,theta_mean,seed_fraction,variant,cascade_prob,final_adoption_median,final_adoption_p05,final_adoption_p95,t10_median,t10_p05,t10_p95,t50_median,t50_p05,t50_p95,t90_median,t90_p05,t90_p95,transition_time_median,transition_time_p05,transition_time_p95,max_slope_median,max_slope_p05,max_slope_p95,n_runs,cascade_prob_ci_low,cascade_prob_ci_high
calibration,100,0.7,homogeneous,homogeneous,0.95,0.001,homogeneous,1.0,0.9215,0.90285,0.9430499999999999,20.5,15.9,35.15,49.5,41.0,66.05,62.0,53.95,79.0,28.0,25.95,32.1,0.04550000000000004,0.04395000000000004,0.05010000000000005,20,0.8388698745050668,0.9999999999999999
calibration,100,0.7,homogeneous,homogeneous,0.95,0.003,homogeneous,1.0,0.9255,0.90095,0.9431499999999999,15.0,13.0,18.200000000000003,42.5,39.9,47.5,54.0,51.9,59.5,27.0,25.0,29.300000000000004,0.04700000000000004,0.041000000000000036,0.05110000000000005,20,0.8388698745050668,0.9999999999999999
calibration,100,0.7,homogeneous,homogeneous,0.95,0.006,homogeneous,1.0,0.918,0.90395,0.9414499999999999,13.5,11.0,17.05,42.0,37.95,45.10000000000001,53.5,49.95,57.150000000000006,27.0,26.0,30.0,0.04600000000000004,0.042900000000000035,0.05310000000000004,20,0.8388698745050668,0.9999999999999999
calibration,100,0.7,homogeneous,homogeneous,0.95,0.01,homogeneous,1.0,0.9195,0.90095,0.9391499999999999,11.0,10.0,14.05,39.0,37.0,41.050000000000004,51.0,49.0,53.050000000000004,27.0,26.0,29.0,0.04600000000000004,0.041000000000000036,0.05010000000000004,20,0.8388698745050668,0.9999999999999999
calibration,100,0.7,homogeneous,homogeneous,0.9525,0.001,homogeneous,0.85,0.926,0.78865,0.9352500000000001,22.5,17.0,34.150000000000006,52.0,44.9,80.9,64.0,58.0,81.79999999999998,29.0,27.0,48.400000000000006,0.04350000000000004,0.03849999999999993,0.04699999999999994,20,0.6395767041130426,0.9476322080405041
calibration,100,0.7,homogeneous,homogeneous,0.9525,0.003,homogeneous,1.0,0.9215,0.901,0.9363500000000001,16.5,14.0,21.05,44.0,42.0,52.0,57.0,54.95,64.0,29.0,26.0,31.05,0.04349999999999998,0.03900000000000003,0.049100000000000046,20,0.8388698745050668,0.9999999999999999
calibration,100,0.7,homogeneous,homogeneous,0.9525,0.006,homogeneous,1.0,0.9245000000000001,0.9029,0.9381999999999999,13.5,11.95,18.1,43.0,39.9,50.05,56.0,52.9,62.05,29.0,27.0,31.1,0.04400000000000004,0.040950000000000035,0.047150000000000046,20,0.8388698745050668,0.9999999999999999
calibration,100,0.7,homogeneous,homogeneous,0.9525,0.01,homogeneous,1.0,0.922,0.9098999999999999,0.942,12.0,10.0,15.100000000000001,40.5,38.0,44.1,53.0,50.0,58.05,28.0,26.0,31.05,0.04399999999999993,0.039950000000000034,0.04720000000000005,20,0.8388698745050668,0.9999999999999999
calibration,100,0.7,mixture,mixture_pi05,0.6,0.001,mixture_pi05,1.0,0.9995,0.95875,1.0,6.5,5.0,8.0,10.0,9.0,11.05,11.0,10.0,13.0,3.5,3.0,4.0,0.31699999999999995,0.27455,0.33809999999999996,20,0.8388698745050668,0.9999999999999999
calibration,100,0.7,mixture,mixture_pi05,0.6,0.003,mixture_pi05,1.0,0.992,0.90585,1.0,5.0,4.0,6.0,8.0,7.95,9.0,10.0,9.0,10.0,3.0,3.0,4.0,0.322,0.2787,0.33954999999999996,20,0.8388698745050668,0.9999999999999999
calibration,100,0.7,mixture,mixture_pi05,0.6,0.006,mixture_pi05,1.0,1.0,0.91385,1.0,4.0,3.0,4.0,7.0,7.0,8.0,9.0,8.0,9.0,3.0,3.0,4.0,0.30849999999999994,0.26995,0.33060000000000006,20,0.8388698745050668,0.9999999999999999
calibration,100,0.7,mixture,mixture_pi05,0.6,0.01,mixture_pi05,1.0,0.997,0.93,1.0,3.0,3.0,4.0,7.0,6.0,7.0,8.0,8.0,8.0,4.0,3.0,4.0,0.31399999999999995,0.27190000000000003,0.3413000000000001,20,0.8388698745050668,0.9999999999999999
calibration,100,0.7,mixture,mixture_pi05,0.65,0.001,mixture_pi05,1.0,0.996,0.9208000000000001,1.0,7.0,5.0,9.350000000000005,11.0,9.0,13.350000000000005,13.0,11.0,15.300000000000004,4.0,4.0,5.0,0.2765,0.2467,0.29534999999999995,20,0.8388698745050668,0.9999999999999999
calibration,100,0.7,mixture,mixture_pi05,0.65,0.003,mixture_pi05,1.0,0.9995,0.919,1.0,5.0,4.95,6.0,9.0,8.95,10.0,11.0,10.0,12.0,4.0,4.0,5.0,0.266,0.24355,0.2862,20,0.8388698745050668,0.9999999999999999
calibration,100,0.7,mixture,mixture_pi05,0.65,0.006,mixture_pi05,1.0,1.0,0.9568,1.0,4.0,3.95,5.0,8.0,8.0,9.0,10.0,9.0,11.0,4.0,4.0,5.0,0.2655,0.24255,0.2910499999999999,20,0.8388698745050668,0.9999999999999999
calibration,100,0.7,mixture,mixture_pi05,0.65,0.01,mixture_pi05,1.0,0.993,0.9138,1.0,4.0,3.0,4.0,8.0,7.0,8.05,9.0,9.0,10.0,4.0,4.0,5.0,0.275,0.24675,0.29019999999999996,20,0.8388698745050668,0.9999999999999999
calibration,100,0.7,mixture,mixture_pi05,0.7,0.001,mixture_pi05,1.0,0.9975,0.92705,1.0,7.0,6.0,10.100000000000001,12.0,11.95,15.100000000000001,14.0,13.95,17.1,5.0,5.0,6.0,0.22899999999999998,0.21180000000000007,0.24819999999999998,20,0.8388698745050668,0.9999999999999999
calibration,100,0.7,mixture,mixture_pi05,0.7,0.003,mixture_pi05,1.0,0.9975,0.91815,1.0,5.0,4.95,6.0,10.5,10.0,11.0,12.0,12.0,13.0,5.0,5.0,6.0,0.22649999999999998,0.21094999999999997,0.2412,20,0.8388698745050668,0.9999999999999999
calibration,100,0.7,mixture,mixture_pi05,0.7,0.006,mixture_pi05,1.0,0.996,0.9126,1.0,4.5,4.0,5.0,10.0,9.0,10.05,12.0,11.0,12.05,5.0,4.95,6.0,0.22749999999999998,0.21169999999999997,0.249,20,0.8388698745050668,0.9999999999999999
calibration,100,0.7,mixture,mixture_pi05,0.7,0.01,mixture_pi05,1.0,0.9955,0.9169,1.0,4.0,3.0,4.0,9.0,8.0,9.05,11.0,10.0,11.05,5.0,4.95,6.0,0.22549999999999998,0.20854999999999996,0.23954999999999999,20,0.8388698745050668,0.9999999999999999
calibration,100,0.7,mixture,mixture_pi05,0.75,0.001,mixture_pi05,1.0,0.97,0.92035,0.9981,8.0,6.0,9.100000000000001,14.0,13.0,16.1,17.0,15.0,18.1,7.0,6.0,7.0,0.19199999999999995,0.17690000000000006,0.20015000000000005,20,0.8388698745050668,0.9999999999999999
calibration,100,0.7,mixture,mixture_pi05,0.75,0.003,mixture_pi05,1.0,0.985,0.9157,1.0,6.0,5.0,6.050000000000001,12.0,11.0,13.05,15.0,13.95,16.0,6.5,6.0,7.050000000000001,0.185,0.17370000000000002,0.19530000000000006,20,0.8388698745050668,0.9999999999999999
calibration,100,0.7,mixture,mixture_pi05,0.75,0.006,mixture_pi05,1.0,0.981,0.9049,1.0,5.0,4.0,5.050000000000001,11.0,11.0,12.05,14.0,13.0,15.0,7.0,6.0,7.0,0.1885,0.17294999999999994,0.20109999999999995,20,0.8388698745050668,0.9999999999999999
calibration,100,0.7,mixture,mixture_pi05,0.75,0.01,mixture_pi05,1.0,0.963,0.9099499999999999,1.0,4.0,3.95,5.0,11.0,10.0,11.0,13.0,12.95,14.0,7.0,6.0,7.0,0.18849999999999995,0.16975000000000004,0.20214999999999997,20,0.8388698745050668,0.9999999999999999
calibration,100,0.7,mixture,mixture_pi05,0.8,0.001,mixture_pi05,1.0,0.972,0.91545,1.0,7.0,7.0,13.0,16.0,15.0,22.0,20.0,18.950000000000003,25.0,9.0,8.0,9.05,0.14399999999999996,0.1389,0.15215000000000004,20,0.8388698745050668,0.9999999999999999
calibration,100,0.7,mixture,mixture_pi05,0.8,0.003,mixture_pi05,1.0,0.9704999999999999,0.91815,0.9981,6.5,5.0,8.05,16.0,14.0,17.05,19.0,18.0,21.05,9.0,8.0,10.0,0.14250000000000002,0.137,0.15009999999999993,20,0.8388698745050668,0.9999999999999999
calibration,100,0.7,mixture,mixture_pi05,0.8,0.006,mixture_pi05,1.0,0.966,0.9237500000000001,0.99805,5.0,4.95,6.0,14.0,13.0,15.0,17.0,17.0,18.0,9.0,8.0,10.0,0.14549999999999996,0.13565000000000002,0.1501,20,0.8388698745050668,0.9999999999999999
calibration,100,0.7,mixture,mixture_pi05,0.8,0.01,mixture_pi05,1.0,0.9664999999999999,0.907,1.0,5.0,4.0,5.050000000000001,13.0,13.0,14.05,17.0,16.0,18.0,9.0,8.0,9.0,0.14499999999999996,0.13785,0.15404999999999994,20,0.8388698745050668,0.9999999999999999
calibration,100,0.7,mixture,mixture_pi05,0.85,0.001,mixture_pi05,0.95,0.94,0.8569,0.9774499999999999,9.0,7.0,10.400000000000006,22.0,20.9,23.400000000000006,27.0,25.900000000000002,28.500000000000007,13.0,12.0,14.0,0.09799999999999998,0.08455000000000007,0.10604999999999999,20,0.7638641064874331,0.9911187805671268
calibration,100,0.7,mixture,mixture_pi05,0.85,0.003,mixture_pi05,1.0,0.9484999999999999,0.90885,0.9910500000000001,7.0,6.0,9.0,20.0,18.950000000000003,22.0,25.0,24.0,27.0,13.0,12.0,14.0,0.09799999999999998,0.09399999999999997,0.10234999999999998,20,0.8388698745050668,0.9999999999999999
calibration,100,0.7,mixture,mixture_pi05,0.85,0.006,mixture_pi05,1.0,0.972,0.902,0.98445,6.0,5.0,7.050000000000001,19.0,18.0,20.05,24.5,23.0,26.0,13.0,12.0,14.0,0.09699999999999998,0.09289999999999998,0.10224999999999998,20,0.8388698745050668,0.9999999999999999
calibration,100,0.7,mixture,mixture_pi05,0.85,0.01,mixture_pi05,1.0,0.94,0.90295,0.98425,5.0,4.95,6.0,18.0,17.95,19.0,23.0,23.0,24.0,13.0,12.0,13.05,0.09650000000000003,0.09289999999999997,0.10304999999999997,20,0.8388698745050668,0.9999999999999999
calibration,100,0.7,mixture,mixture_pi05,0.9,0.001,mixture_pi05,1.0,0.9255,0.90285,0.9481999999999999,10.0,7.95,12.05,35.0,32.95,37.0,46.0,43.9,48.0,25.0,23.9,26.05,0.052000000000000046,0.04680000000000004,0.05600000000000005,20,0.8388698745050668,0.9999999999999999
calibration,100,0.7,mixture,mixture_pi05,0.9,0.003,mixture_pi05,1.0,0.9355,0.9152,0.9505,7.0,6.0,9.0,33.0,30.95,34.05,44.0,40.949999999999996,45.050000000000004,25.0,24.0,27.0,0.04949999999999999,0.04674999999999994,0.061999999999999944,20,0.8388698745050668,0.9999999999999999
calibration,100,0.7,mixture,mixture_pi05,0.9,0.006,mixture_pi05,1.0,0.921,0.9019,0.9461499999999999,7.0,5.0,8.0,31.5,29.950000000000003,34.0,42.0,40.0,45.0,25.0,23.0,27.05,0.051500000000000046,0.04595000000000004,0.056249999999999946,20,0.8388698745050668,0.9999999999999999
calibration,100,0.7,mixture,mixture_pi05,0.9,0.01,mixture_pi05,1.0,0.9255,0.90685,0.9401499999999999,6.0,5.0,7.0,30.0,29.0,32.05,41.0,39.0,43.05,25.0,23.95,26.0,0.050000000000000044,0.04590000000000004,0.055999999999999946,20,0.8388698745050668,0.9999999999999999
calibration,100,0.7,mixture,mixture_pi05,0.95,0.001,mixture_pi05,0.0,0.667,0.63495,0.6971499999999999,9.0,7.9,13.05,66.0,59.95,71.3,,,,56.5,51.85,59.2,0.024,0.01795,0.027050000000000005,20,0.0,0.1611301254949332
calibration,100,0.7,mixture,mixture_pi05,0.95,0.003,mixture_pi05,0.0,0.677,0.6415000000000001,0.704,7.0,6.0,8.100000000000001,65.0,60.9,68.0,,,,58.0,53.0,61.0,0.025500000000000002,0.019950000000000002,0.03,20,0.0,0.1611301254949332
calibration,100,0.7,mixture,mixture_pi05,0.95,0.006,mixture_pi05,0.0,0.6785000000000001,0.65945,0.7138,6.0,6.0,7.0,62.5,56.0,66.1,,,,56.0,50.0,59.15,0.0245,0.018950000000000005,0.0292,20,0.0,0.1611301254949332
calibration,100,0.7,mixture,mixture_pi05,0.95,0.01,mixture_pi05,0.0,0.6725000000000001,0.6435500000000001,0.70205,6.0,5.0,7.050000000000001,62.0,57.949999999999996,72.0,,,,56.5,52.9,65.0,0.0245,0.02095,0.03205,20,0.0,0.1611301254949332
calibration,100,0.7,mixture,mixture_pi05,0.9525,0.001,mixture_pi05,0.0,0.6685000000000001,0.63455,0.69505,9.0,7.95,11.0,66.5,61.95,70.19999999999999,,,,57.0,52.949999999999996,62.1,0.023,0.018000000000000002,0.0261,20,0.0,0.1611301254949332
calibration,100,0.7,mixture,mixture_pi05,0.9525,0.003,mixture_pi05,0.0,0.67,0.6507499999999999,0.72905,8.0,6.0,9.0,65.0,60.85,69.10000000000001,,,,57.5,51.9,62.05,0.024999999999999998,0.01995,0.02905,20,0.0,0.1611301254949332
calibration,100,0.7,mixture,mixture_pi05,0.9525,0.006,mixture_pi05,0.0,0.682,0.6405000000000001,0.71705,6.0,5.949999999999999,8.0,64.0,56.95,73.05000000000001,,,,57.5,50.949999999999996,66.1,0.024,0.020950000000000003,0.032049999999999995,20,0.0,0.1611301254949332
calibration,100,0.7,mixture,mixture_pi05,0.9525,0.01,mixture_pi05,0.0,0.6875,0.6468,0.7172499999999999,6.0,5.0,6.050000000000001,63.0,57.9,68.1,,,,57.5,52.849999999999994,62.1,0.025000000000000005,0.02175,0.0301,20,0.0,0.1611301254949332
